Duty cycle (%)	Duty cycle (%)_stddev	DMM VHigh (mV)	DMM VHigh (mV)_stddev	DMM IHigh (mA)	DMM IHigh (mA)_stddev	DMM VLow (mV)	DMM VLow (mV)_stddev	DMM ILow (mA)	DMM ILow (mA)_stddev	DMM POWER High (W)	DMM POWER High (W)_stddev	DMM POWER Low (W)	DMM POWER Low (W)_stddev	DMM Efficiency (%)	DMM Efficiency (%)_stddev	TWIST Duty Cycle (%)	TWIST Duty Cycle (%)_stddev	TWIST VHigh (mV)	TWIST VHigh (mV)_stddev	TWIST VLow1 (mV)	TWIST VLow1 (mV)_stddev	TWIST VLow2 (mV)	TWIST VLow2 (mV)_stddev	TWIST IHigh (mA)	TWIST IHigh (mA)_stddev	TWIST ILow1 (mA)	TWIST ILow1 (mA)_stddev	TWIST ILow2 (mA)	TWIST ILow2 (mA)_stddev	TWIST Power High (W)	TWIST Power High (W)_stddev	TWIST Power Leg 1 (W)	TWIST Power Leg 1 (W)_stddev	TWIST Power Leg 2 (W)	TWIST Power Leg 2 (W)_stddev	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 1 (%)_stddev	TWIST Efficiency Leg 2 (%)	TWIST Efficiency Leg 2 (%)_stddev	Power High Absolute error (W)	Power High Absolute error (W)_stddev	Power Low1 Absolute error (W)	Power Low1 Absolute error (W)_stddev	Power Low2 Absolute error (W)	Power Low2 Absolute error (W)_stddev	Power High relative error (%)	Power High relative error (%)_stddev	Power Low1 relative error (%)	Power Low1 relative error (%)_stddev	Power Low2 relative error (%)	Power Low2 relative error (%)_stddev	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 1 (%)_stddev	Efficiency Absolute error leg 2 (%)	Efficiency Absolute error leg 2 (%)_stddev	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 1 (%)_stddev	Efficiency Relative error leg 2 (%)	Efficiency Relative error leg 2 (%)_stddev
5.0	0.0	48015.0	0.0	262.0	0.0	1162.0	0.63	4195.8	3.97	12.6	0.0	4.9	0.0	38.9	0.0	5.0	0.0	47538.2	141.68	-339.4	125.15	2408.6	142.98	150.8	38.74	3716.2	103.87	-223.2	72.9	7.16	1.84	-1.26	0.48	-0.56	0.2	-18.14	6.38	-7.88	2.04	5.4	1.84	6.2	0.48	5.5	0.2	43.0	14.43	127.0	9.93	112.0	3.92	-57.04	6.38	-46.78	2.04	-1.46	0.19	-1.2	0.06
10.0	0.0	48016.0	0.0	579.8	0.4	3417.8	0.75	5518.8	0.4	27.8	0.0	18.9	0.0	68.0	0.0	10.0	0.0	47295.4	157.45	2206.4	130.53	4537.8	141.15	495.6	49.26	4946.0	128.94	-365.2	25.34	23.44	2.33	10.92	0.69	-1.64	0.15	46.76	2.29	-7.08	0.88	4.4	2.33	8.0	0.69	20.5	0.15	16.0	8.38	42.0	3.63	108.0	0.8	-21.24	2.29	-75.08	0.88	-0.32	0.04	-1.1	0.0
15.0	0.0	48014.0	0.0	851.0	0.0	5806.2	0.4	5519.0	0.0	40.9	0.0	32.0	0.0	78.2	0.0	15.0	0.0	47524.8	131.07	4696.8	142.85	7026.6	79.56	760.0	58.57	5067.6	59.9	-312.2	39.59	36.12	2.84	23.8	0.95	-2.18	0.3	66.26	5.41	-6.06	1.08	4.8	2.84	8.2	0.95	34.2	0.3	12.0	6.79	26.0	3.2	107.0	0.89	-11.94	5.41	-84.26	1.08	-0.16	0.05	-1.1	0.0
20.0	0.0	48012.0	0.0	1125.8	0.4	8191.0	0.0	5519.0	0.0	54.08	0.04	45.2	0.0	83.54	0.08	20.0	0.0	47295.4	101.05	7095.0	50.39	9414.0	65.05	1076.4	38.97	5115.4	45.01	-223.2	25.41	50.9	1.81	36.3	0.36	-2.1	0.26	71.42	3.02	-4.14	0.59	3.2	1.8	8.9	0.36	47.3	0.26	6.0	3.41	20.0	1.02	105.0	0.49	-12.12	2.98	-87.68	0.54	-0.14	0.05	-1.06	0.05
25.0	0.0	48017.0	0.0	1401.0	0.0	10579.4	0.49	5519.0	0.0	67.3	0.0	58.4	0.0	86.8	0.0	25.0	0.0	47268.4	120.64	9419.4	94.72	11820.2	98.23	1267.8	48.24	5150.0	41.65	-201.8	31.47	59.92	2.37	48.5	0.75	-2.36	0.38	81.04	2.79	-3.92	0.53	7.4	2.37	9.9	0.75	60.8	0.38	11.0	3.54	17.0	1.26	104.0	0.75	-5.76	2.79	-90.72	0.53	-0.04	0.05	-1.02	0.04
30.0	0.0	48016.0	0.0	1676.0	0.0	12962.0	0.0	5519.0	0.0	80.5	0.0	71.5	0.0	88.8	0.0	30.0	0.0	47173.8	193.94	11937.4	133.8	14253.8	96.87	1572.8	29.96	5171.8	21.78	-150.8	44.22	74.2	1.34	61.74	0.67	-2.14	0.63	83.22	1.43	-2.86	0.85	6.3	1.34	9.8	0.67	73.6	0.63	8.0	1.72	14.0	1.02	103.0	0.75	-5.58	1.43	-91.66	0.85	-0.08	0.04	-1.0	0.0
35.0	0.0	48017.0	0.0	1951.0	0.0	15346.0	0.0	5519.4	0.49	93.7	0.0	84.7	0.0	90.4	0.0	35.0	0.0	47403.4	181.12	14197.4	136.93	16594.8	102.45	1824.4	48.23	5211.0	35.37	-133.8	42.91	86.48	2.51	74.0	0.74	-2.24	0.7	85.62	1.98	-2.6	0.82	7.2	2.51	10.7	0.74	86.9	0.7	8.0	2.79	13.0	1.02	103.0	0.8	-4.78	1.98	-93.0	0.82	-0.06	0.05	-1.0	0.0
40.0	0.0	48015.6	0.49	2226.0	0.0	17727.4	0.49	5520.0	0.0	106.9	0.0	97.9	0.0	91.6	0.0	40.0	0.0	47173.8	228.22	16604.4	53.95	19046.8	130.46	2078.4	46.62	5208.0	17.03	-87.0	53.12	98.04	2.44	86.48	0.34	-1.66	0.99	88.24	2.02	-1.7	1.05	8.9	2.44	11.4	0.34	99.6	0.99	8.0	2.5	12.0	0.49	102.0	0.98	-3.36	2.02	-93.3	1.05	-0.04	0.05	-1.0	0.0
45.0	0.0	48015.0	0.0	2500.0	0.0	20113.6	0.49	5520.0	0.0	120.0	0.0	111.0	0.0	92.5	0.0	45.0	0.0	47322.2	130.91	18974.8	166.46	21397.6	127.25	2299.6	44.64	5273.0	57.37	-77.6	31.51	108.84	2.42	100.06	1.27	-1.66	0.66	92.0	2.43	-1.52	0.64	11.2	2.42	10.9	1.27	112.7	0.66	9.0	1.96	10.0	1.2	102.0	0.8	-0.5	2.43	-94.02	0.64	0.0	0.0	-1.0	0.0
50.0	0.0	48012.8	0.4	2774.0	0.0	22500.8	0.4	5520.0	0.0	133.2	0.0	124.2	0.0	93.2	0.0	50.0	0.0	47241.2	220.2	21437.6	87.7	23895.8	175.91	2593.8	58.92	5271.0	38.33	-79.6	23.55	122.52	2.97	113.0	0.85	-1.9	0.58	92.28	2.38	-1.54	0.45	10.7	2.97	11.2	0.85	126.1	0.58	8.0	2.1	9.0	0.63	102.0	0.49	-0.92	2.38	-94.74	0.45	0.0	0.0	-1.0	0.0
55.0	0.0	48012.0	0.0	3048.0	0.0	24892.4	0.49	5520.0	0.0	146.3	0.0	137.4	0.0	93.9	0.0	55.0	0.0	47363.0	157.44	23817.6	62.4	26227.8	93.82	2829.4	45.48	5322.8	68.93	-73.2	34.64	134.0	2.39	126.78	1.74	-1.92	0.93	94.66	2.72	-1.44	0.69	12.3	2.39	10.6	1.74	139.3	0.93	8.0	1.72	8.0	1.36	101.0	0.8	0.76	2.72	-95.34	0.69	0.0	0.0	-1.0	0.0
