Duty cycle (%)	DMM VHigh (mV)	DMM IHigh (mA)	DMM VLow (mV)	DMM ILow (mA)	DMM POWER High (W)	DMM POWER Low (W)	DMM Efficiency (%)	TWIST Duty Cycle (%)	TWIST VHigh (mV)	TWIST VLow1 (mV)	TWIST VLow2 (mV)	TWIST IHigh (mA)	TWIST ILow1 (mA)	TWIST ILow2 (mA)	TWIST Power High (W)	TWIST Power Leg 1 (W)	TWIST Power Leg 2 (W)	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 2 (%)	Power High Absolute error (W)	Power Low1 Absolute error (W)	Power Low2 Absolute error (W)	Power High relative error (%)	Power Low1 relative error (%)	Power Low2 relative error (%)	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 2 (%)	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 2 (%)
20	24058	237	4497	502	5.7	2.3	40.4	20.0	23566.0	3313.0	4022.0	67.0	195.0	-73.0	1.6	0.6	-0.3	37.5	-18.7	4.1	1.7	2.6	72.0	74.0	113.0	-2.9	-59.1	-0.1	-1.5
20	24058	237	4497	502	5.7	2.3	40.4	20.0	23499.0	3221.0	4068.0	210.0	70.0	-41.0	4.9	0.2	-0.2	4.1	-4.1	0.8	2.1	2.5	14.0	91.0	109.0	-36.3	-44.5	-0.9	-1.1
20	24058	237	4497	502	5.7	2.3	40.4	20.0	23431.0	3267.0	3976.0	125.0	173.0	-47.0	2.9	0.6	-0.2	20.7	-6.9	2.8	1.7	2.5	49.0	74.0	109.0	-19.7	-47.3	-0.5	-1.2
25	24057	261	5684	502	6.3	2.9	46.0	25.0	24039.0	4374.0	5220.0	147.0	217.0	1.0	3.5	0.9	0.0	25.7	0.0	2.8	2.0	2.9	44.0	69.0	100.0	-20.3	-46.0	-0.4	-1.0
25	24056	261	5684	502	6.3	2.9	46.0	25.0	23904.0	4420.0	5358.0	168.0	320.0	-20.0	4.0	1.4	-0.1	35.0	-2.5	2.3	1.5	3.0	37.0	52.0	103.0	-11.0	-48.5	-0.2	-1.1
25	24056	261	5684	502	6.3	2.9	46.0	25.0	23634.0	4282.0	5312.0	173.0	211.0	76.0	4.1	0.9	0.4	22.0	9.8	2.2	2.0	2.5	35.0	69.0	86.0	-24.0	-36.2	-0.5	-0.8
25	24057	261	5684	502	6.3	2.9	46.0	25.0	23499.0	4374.0	5312.0	184.0	201.0	-105.0	4.3	0.9	-0.6	20.9	-14.0	2.0	2.0	3.5	32.0	69.0	121.0	-25.1	-60.0	-0.5	-1.3
25	24057	261	5683	502	6.3	2.9	46.0	25.0	23904.0	4328.0	5128.0	136.0	309.0	-68.0	3.3	1.3	-0.3	39.4	-9.1	3.0	1.6	3.2	48.0	55.0	110.0	-6.6	-55.1	-0.1	-1.2
30	24054	286	6873	502	6.9	3.5	50.7	30.0	23499.0	5527.0	6372.0	289.0	249.0	-15.0	6.8	1.4	-0.1	20.6	-1.5	0.1	2.1	3.6	1.0	60.0	103.0	-30.1	-52.2	-0.6	-1.0
30	24054	286	6873	502	6.9	3.5	50.7	30.0	23701.0	5389.0	6557.0	157.0	293.0	-31.0	3.7	1.6	-0.2	43.2	-5.4	3.2	1.9	3.7	46.0	54.0	106.0	-7.5	-56.1	-0.1	-1.1
30	24055	286	6873	502	6.9	3.5	50.7	30.0	23836.0	5527.0	6418.0	226.0	282.0	38.0	5.4	1.6	0.2	29.6	3.7	1.5	1.9	3.3	22.0	54.0	94.0	-21.1	-47.0	-0.4	-0.9
30	24055	286	6873	502	6.9	3.5	50.7	30.0	23701.0	5665.0	6557.0	332.0	239.0	-84.0	7.9	1.4	-0.6	17.7	-7.6	-1.0	2.1	4.1	-14.0	60.0	117.0	-33.0	-58.3	-0.7	-1.1
30	24054	286	6872	502	6.9	3.4	49.3	30.0	23769.0	5711.0	6603.0	178.0	260.0	-20.0	4.2	1.5	-0.1	35.7	-2.4	2.7	1.9	3.5	39.0	56.0	103.0	-13.6	-51.7	-0.3	-1.0
35	24053	311	8066	502	7.5	4.0	53.3	35.0	23566.0	6772.0	7432.0	247.0	287.0	44.0	5.8	1.9	0.3	32.8	5.2	1.7	2.1	3.7	23.0	52.0	92.0	-20.5	-48.1	-0.4	-0.9
35	24053	311	8066	502	7.5	4.0	53.3	35.0	23634.0	6772.0	7524.0	226.0	255.0	-73.0	5.3	1.7	-0.5	32.1	-9.4	2.2	2.3	4.5	29.0	57.0	112.0	-21.2	-62.7	-0.4	-1.2
35	24053	311	8066	502	7.5	4.0	53.3	35.0	23296.0	6911.0	7432.0	178.0	298.0	-4.0	4.1	2.1	-0.0	51.2	-0.0	3.4	1.9	4.0	45.0	48.0	100.0	-2.1	-53.3	-0.0	-1.0
35	24052	311	8066	502	7.5	4.0	53.3	35.0	23431.0	6772.0	7386.0	337.0	293.0	54.0	7.9	2.0	0.4	25.3	5.1	-0.4	2.0	3.6	-5.0	50.0	90.0	-28.0	-48.2	-0.5	-0.9
35	24053	312	8066	502	7.5	4.0	53.3	35.0	23904.0	6818.0	7893.0	147.0	315.0	-78.0	3.5	2.1	-0.6	60.0	-17.1	4.0	1.9	4.6	53.0	48.0	115.0	6.7	-70.4	0.1	-1.3
40	24052	337	9260	502	8.1	4.6	56.8	40.0	23904.0	7833.0	8861.0	247.0	293.0	-100.0	5.9	2.3	-0.9	39.0	-15.3	2.2	2.3	5.5	27.0	50.0	120.0	-17.8	-72.1	-0.3	-1.3
40	24052	337	9261	502	8.1	4.6	56.8	40.0	23499.0	7787.0	8907.0	221.0	342.0	12.0	5.2	2.7	0.1	51.9	1.9	2.9	1.9	4.5	36.0	41.0	98.0	-4.9	-54.9	-0.1	-1.0
40	24052	337	9260	502	8.1	4.6	56.8	40.0	23431.0	8110.0	8815.0	194.0	304.0	17.0	4.5	2.5	0.1	55.6	2.2	3.6	2.1	4.5	44.0	46.0	98.0	-1.2	-54.6	-0.0	-1.0
40	24052	337	9260	502	8.1	4.6	56.8	40.0	23701.0	7925.0	8723.0	263.0	249.0	-20.0	6.2	2.0	-0.2	32.3	-3.2	1.9	2.6	4.8	23.0	57.0	104.0	-24.5	-60.0	-0.4	-1.1
40	24052	337	9260	502	8.1	4.6	56.8	40.0	23701.0	7879.0	8861.0	178.0	315.0	44.0	4.2	2.5	0.4	59.5	9.5	3.9	2.1	4.2	48.0	46.0	91.0	2.7	-47.3	0.0	-0.8
45	24052	362	10458	502	8.7	5.2	59.8	45.0	23364.0	9216.0	10059.0	337.0	244.0	28.0	7.9	2.2	0.3	27.8	3.8	0.8	3.0	4.9	9.0	58.0	94.0	-32.0	-56.0	-0.5	-0.9
45	24051	362	10458	502	8.7	5.2	59.8	45.0	23499.0	8755.0	10105.0	194.0	244.0	-15.0	4.6	2.1	-0.2	45.7	-4.3	4.1	3.1	5.4	47.0	60.0	104.0	-14.1	-64.1	-0.2	-1.1
45	24051	362	10458	502	8.7	5.2	59.8	45.0	23769.0	9309.0	9967.0	221.0	239.0	-15.0	5.3	2.2	-0.1	41.5	-1.9	3.4	3.0	5.3	39.0	58.0	102.0	-18.3	-61.7	-0.3	-1.0
45	24052	362	10458	502	8.7	5.2	59.8	45.0	23364.0	9078.0	10059.0	210.0	211.0	70.0	4.9	1.9	0.7	38.8	14.3	3.8	3.3	4.5	44.0	63.0	87.0	-21.0	-45.5	-0.4	-0.8
45	24052	362	10459	502	8.7	5.3	60.9	45.0	23769.0	9078.0	10059.0	316.0	249.0	86.0	7.5	2.3	0.9	30.7	12.0	1.2	3.0	4.4	14.0	57.0	83.0	-30.2	-48.9	-0.5	-0.8
50	24053	386	11658	502	9.3	5.9	63.4	50.0	23296.0	10231.0	11073.0	363.0	233.0	107.0	8.5	2.4	1.2	28.2	14.1	0.8	3.5	4.7	9.0	59.0	80.0	-35.2	-49.3	-0.6	-0.8
50	24053	386	11658	502	9.3	5.9	63.4	50.0	23701.0	10416.0	11212.0	258.0	260.0	-4.0	6.1	2.7	-0.0	44.3	-0.0	3.2	3.2	5.9	34.0	54.0	100.0	-19.1	-63.4	-0.3	-1.0
50	24053	386	11658	502	9.3	5.9	63.4	50.0	23431.0	10231.0	11212.0	242.0	277.0	7.0	5.7	2.8	0.1	49.1	1.8	3.6	3.1	5.8	39.0	53.0	98.0	-14.3	-61.6	-0.2	-1.0
50	24053	386	11658	502	9.3	5.9	63.4	50.0	23431.0	10139.0	11258.0	173.0	277.0	-36.0	4.1	2.8	-0.4	68.3	-9.8	5.2	3.1	6.3	56.0	53.0	107.0	4.9	-73.2	0.1	-1.2
50	24053	386	11658	502	9.3	5.9	63.4	50.0	23701.0	10369.0	11073.0	199.0	222.0	49.0	4.7	2.3	0.5	48.9	10.6	4.6	3.6	5.4	49.0	61.0	92.0	-14.5	-52.8	-0.2	-0.8
55	24053	411	12859	502	9.9	6.5	65.7	55.00000000000001	23499.0	11338.0	12502.0	247.0	336.0	-9.0	5.8	3.8	-0.1	65.5	-1.7	4.1	2.7	6.6	41.0	42.0	102.0	-0.2	-67.4	-0.0	-1.0
55	24053	411	12859	502	9.9	6.5	65.7	55.00000000000001	23701.0	11522.0	12502.0	289.0	304.0	12.0	6.8	3.5	0.2	51.5	2.9	3.1	3.0	6.3	31.0	46.0	97.0	-14.2	-62.8	-0.2	-1.0
55	24053	411	12859	502	9.9	6.5	65.7	55.00000000000001	23904.0	11338.0	12456.0	279.0	282.0	44.0	6.7	3.2	0.5	47.8	7.5	3.2	3.3	6.0	32.0	51.0	92.0	-17.9	-58.2	-0.3	-0.9
55	24053	411	12859	502	9.9	6.5	65.7	55.00000000000001	23701.0	11661.0	12410.0	279.0	271.0	22.0	6.6	3.2	0.3	48.5	4.5	3.3	3.3	6.2	33.0	51.0	95.0	-17.2	-61.2	-0.3	-0.9
55	24053	411	12859	502	9.9	6.5	65.7	55.00000000000001	24039.0	11430.0	12502.0	279.0	331.0	44.0	6.7	3.8	0.6	56.7	9.0	3.2	2.7	5.9	32.0	42.0	91.0	-9.0	-56.7	-0.1	-0.9
5	24057	212	684	1504	5.1	1.0	19.6	5.0	24039.0	-284.0	473.0	25.0	255.0	-201.0	0.6	-0.1	-0.1	-16.7	-16.7	4.5	1.1	1.1	88.0	110.0	110.0	-36.3	-36.3	-1.9	-1.9
5	24057	211	684	1504	5.1	1.0	19.6	5.0	24039.0	-468.0	657.0	14.0	152.0	-153.0	0.3	-0.1	-0.1	-33.3	-33.3	4.8	1.1	1.1	94.0	110.0	110.0	-52.9	-52.9	-2.7	-2.7
5	24057	212	684	1504	5.1	1.0	19.6	5.0	23701.0	-330.0	657.0	57.0	320.0	-158.0	1.4	-0.1	-0.1	-7.1	-7.1	3.7	1.1	1.1	73.0	110.0	110.0	-26.7	-26.7	-1.4	-1.4
5	24057	212	684	1504	5.1	1.0	19.6	5.0	24039.0	-146.0	565.0	78.0	255.0	-153.0	1.9	-0.0	-0.1	-0.0	-5.3	3.2	1.0	1.1	63.0	100.0	110.0	-19.6	-24.9	-1.0	-1.3
5	24057	212	684	1504	5.1	1.0	19.6	5.0	24039.0	-376.0	427.0	168.0	168.0	-94.0	4.0	-0.1	-0.0	-2.5	-0.0	1.1	1.1	1.0	22.0	110.0	100.0	-22.1	-19.6	-1.1	-1.0
10	24054	282	1882	1504	6.8	2.8	41.2	10.0	23904.0	592.0	1671.0	115.0	1195.0	-116.0	2.7	0.7	-0.2	25.9	-7.4	4.1	2.1	3.0	60.0	75.0	107.0	-15.3	-48.6	-0.4	-1.2
10	24054	282	1883	1504	6.8	2.8	41.2	10.0	23431.0	638.0	1533.0	162.0	1200.0	-185.0	3.8	0.8	-0.3	21.1	-7.9	3.0	2.0	3.1	44.0	71.0	111.0	-20.1	-49.1	-0.5	-1.2
10	24054	282	1882	1504	6.8	2.8	41.2	10.0	23904.0	500.0	1717.0	152.0	1195.0	-185.0	3.6	0.6	-0.3	16.7	-8.3	3.2	2.2	3.1	47.0	79.0	111.0	-24.5	-49.5	-0.6	-1.2
10	24054	282	1882	1504	6.8	2.8	41.2	10.0	23634.0	546.0	1671.0	110.0	1184.0	-126.0	2.6	0.6	-0.2	23.1	-7.7	4.2	2.2	3.0	62.0	79.0	107.0	-18.1	-48.9	-0.4	-1.2
10	24054	282	1882	1504	6.8	2.8	41.2	10.0	23431.0	500.0	1487.0	274.0	1135.0	-148.0	6.4	0.6	-0.2	9.4	-3.1	0.4	2.2	3.0	6.0	79.0	107.0	-31.8	-44.3	-0.8	-1.1
15	24052	354	3078	1504	8.5	4.6	54.1	15.0	23971.0	1561.0	2731.0	289.0	1200.0	-137.0	6.9	1.9	-0.4	27.5	-5.8	1.6	2.7	5.0	19.0	59.0	109.0	-26.6	-59.9	-0.5	-1.1
15	24053	354	3078	1504	8.5	4.6	54.1	15.0	23566.0	1976.0	2915.0	363.0	1249.0	-100.0	8.6	2.5	-0.3	29.1	-3.5	-0.1	2.1	4.9	-1.0	46.0	107.0	-25.0	-57.6	-0.5	-1.1
15	24053	354	3078	1504	8.5	4.6	54.1	15.0	23836.0	1653.0	2869.0	221.0	1195.0	-116.0	5.3	2.0	-0.3	37.7	-5.7	3.2	2.6	4.9	38.0	57.0	107.0	-16.4	-59.8	-0.3	-1.1
15	24053	354	3078	1504	8.5	4.6	54.1	15.0	23836.0	1699.0	2823.0	263.0	1173.0	-169.0	6.3	2.0	-0.5	31.7	-7.9	2.2	2.6	5.1	26.0	57.0	111.0	-22.4	-62.0	-0.4	-1.1
15	24053	354	3078	1504	8.5	4.6	54.1	15.0	23769.0	1884.0	2823.0	226.0	1233.0	-110.0	5.4	2.3	-0.3	42.6	-5.6	3.1	2.3	4.9	36.0	50.0	107.0	-11.5	-59.7	-0.2	-1.1
20	24053	427	4274	1504	10.3	6.4	62.1	20.0	23634.0	2852.0	4114.0	337.0	1222.0	-174.0	8.0	3.5	-0.7	43.8	-8.8	2.3	2.9	7.1	22.0	45.0	111.0	-18.3	-70.9	-0.3	-1.1
20	24054	427	4274	1504	10.3	6.4	62.1	20.0	23431.0	2991.0	4160.0	295.0	1211.0	-25.0	6.9	3.6	-0.1	52.2	-1.4	3.4	2.8	6.5	33.0	44.0	102.0	-9.9	-63.5	-0.2	-1.0
20	24054	427	4274	1504	10.3	6.4	62.1	20.0	24039.0	2991.0	4068.0	300.0	1271.0	-100.0	7.2	3.8	-0.4	52.8	-5.6	3.1	2.6	6.8	30.0	41.0	106.0	-9.3	-67.7	-0.1	-1.1
20	24053	427	4274	1504	10.3	6.4	62.1	20.0	23634.0	3083.0	4114.0	295.0	1254.0	-100.0	7.0	3.9	-0.4	55.7	-5.7	3.3	2.5	6.8	32.0	39.0	106.0	-6.4	-67.8	-0.1	-1.1
20	24053	427	4274	1504	10.3	6.4	62.1	20.0	23296.0	2806.0	3976.0	295.0	1167.0	-63.0	6.9	3.3	-0.3	47.8	-4.3	3.4	3.1	6.7	33.0	48.0	105.0	-14.3	-66.4	-0.2	-1.1
25	24054	502	5471	1504	12.1	8.2	67.8	25.0	23566.0	4190.0	5174.0	485.0	1167.0	-68.0	11.4	4.9	-0.4	43.0	-3.5	0.7	3.3	8.6	6.0	40.0	105.0	-24.8	-71.3	-0.4	-1.1
25	24054	502	5471	1504	12.1	8.2	67.8	25.0	23701.0	4236.0	5358.0	438.0	1298.0	-100.0	10.4	5.5	-0.5	52.9	-4.8	1.7	2.7	8.7	14.0	33.0	106.0	-14.9	-72.6	-0.2	-1.1
25	24054	501	5471	1504	12.1	8.2	67.8	25.0	23836.0	4236.0	4943.0	385.0	1298.0	-52.0	9.2	5.5	-0.3	59.8	-3.3	2.9	2.7	8.5	24.0	33.0	104.0	-8.0	-71.1	-0.1	-1.0
25	24054	501	5471	1504	12.1	8.2	67.8	25.0	23769.0	4236.0	5220.0	438.0	1254.0	-116.0	10.4	5.3	-0.6	51.0	-5.8	1.7	2.9	8.8	14.0	35.0	107.0	-16.8	-73.6	-0.2	-1.1
25	24053	502	5471	1504	12.1	8.2	67.8	25.0	23634.0	4236.0	5128.0	464.0	1222.0	-73.0	11.0	5.2	-0.4	47.3	-3.6	1.1	3.0	8.6	9.0	37.0	105.0	-20.5	-71.4	-0.3	-1.1
30	24053	576	6667	1504	13.9	10.0	71.9	30.0	23836.0	5296.0	6418.0	527.0	1260.0	1.0	12.6	6.7	0.0	53.2	0.0	1.3	3.3	10.0	9.0	33.0	100.0	-18.7	-71.9	-0.3	-1.0
30	24053	576	6667	1504	13.9	10.0	71.9	30.0	23971.0	5389.0	6372.0	469.0	1162.0	-94.0	11.2	6.3	-0.6	56.2	-5.4	2.7	3.7	10.6	19.0	37.0	106.0	-15.7	-77.3	-0.2	-1.1
30	24053	576	6667	1504	13.9	10.0	71.9	30.0	23701.0	5343.0	6418.0	564.0	1243.0	-73.0	13.4	6.6	-0.5	49.3	-3.7	0.5	3.4	10.5	4.0	34.0	105.0	-22.6	-75.6	-0.3	-1.1
30	24053	576	6668	1504	13.9	10.0	71.9	30.0	23364.0	5204.0	6464.0	342.0	1271.0	-41.0	8.0	6.6	-0.3	82.5	-3.8	5.9	3.4	10.3	42.0	34.0	103.0	10.6	-75.7	0.1	-1.1
30	24053	576	6667	1504	13.9	10.0	71.9	30.0	23431.0	5435.0	6418.0	480.0	1216.0	7.0	11.2	6.6	0.0	58.9	0.0	2.7	3.4	10.0	19.0	34.0	100.0	-13.0	-71.9	-0.2	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23566.0	6634.0	7478.0	533.0	1211.0	-105.0	12.6	8.0	-0.8	63.5	-6.3	3.1	3.8	12.6	20.0	32.0	107.0	-11.7	-81.5	-0.2	-1.1
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23634.0	6680.0	7571.0	538.0	1271.0	-25.0	12.7	8.5	-0.2	66.9	-1.6	3.0	3.3	12.0	19.0	28.0	102.0	-8.3	-76.8	-0.1	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23566.0	6449.0	7755.0	554.0	1319.0	-25.0	13.1	8.5	-0.2	64.9	-1.5	2.6	3.3	12.0	17.0	28.0	102.0	-10.3	-76.7	-0.1	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23769.0	6542.0	7432.0	543.0	1227.0	-47.0	12.9	8.0	-0.3	62.0	-2.3	2.8	3.8	12.1	18.0	32.0	103.0	-13.2	-77.5	-0.2	-1.0
35	24051	651	7864	1504	15.7	11.8	75.2	35.0	23364.0	6542.0	7571.0	601.0	1249.0	-52.0	14.0	8.2	-0.4	58.6	-2.9	1.7	3.6	12.2	11.0	31.0	103.0	-16.6	-78.1	-0.2	-1.0
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23229.0	7556.0	8723.0	570.0	1227.0	-94.0	13.2	9.3	-0.8	70.5	-6.1	4.3	4.3	14.4	25.0	32.0	106.0	-7.2	-83.8	-0.1	-1.1
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23634.0	7787.0	8815.0	543.0	1233.0	-25.0	12.8	9.6	-0.2	75.0	-1.6	4.7	4.0	13.8	27.0	29.0	101.0	-2.7	-79.3	-0.0	-1.0
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23499.0	7695.0	8815.0	580.0	1325.0	12.0	13.6	10.2	0.1	75.0	0.7	3.9	3.4	13.5	22.0	25.0	99.0	-2.7	-77.0	-0.0	-1.0
40	24053	726	9061	1504	17.5	13.6	77.7	40.0	23769.0	7695.0	8769.0	649.0	1298.0	-36.0	15.4	10.0	-0.3	64.9	-1.9	2.1	3.6	13.9	12.0	26.0	102.0	-12.8	-79.6	-0.2	-1.0
40	24053	726	9062	1504	17.5	13.6	77.7	40.0	23769.0	7787.0	8723.0	633.0	1281.0	-105.0	15.0	10.0	-0.9	66.7	-6.0	2.5	3.6	14.5	14.0	26.0	107.0	-11.0	-83.7	-0.1	-1.1
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23634.0	8894.0	9967.0	681.0	1363.0	-73.0	16.1	12.1	-0.7	75.2	-4.3	3.2	3.3	16.1	17.0	21.0	105.0	-4.6	-84.1	-0.1	-1.1
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23701.0	8847.0	10013.0	707.0	1260.0	22.0	16.8	11.1	0.2	66.1	1.2	2.5	4.3	15.2	13.0	28.0	99.0	-13.7	-78.6	-0.2	-1.0
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23701.0	8986.0	9967.0	676.0	1271.0	-41.0	16.0	11.4	-0.4	71.2	-2.5	3.3	4.0	15.8	17.0	26.0	103.0	-8.6	-82.3	-0.1	-1.0
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23769.0	8755.0	10152.0	639.0	1281.0	-4.0	15.2	11.2	-0.0	73.7	-0.0	4.1	4.2	15.4	21.0	27.0	100.0	-6.1	-79.8	-0.1	-1.0
45	24054	801	10260	1504	19.3	15.4	79.8	45.0	23971.0	8847.0	10059.0	713.0	1303.0	-25.0	17.1	11.5	-0.3	67.3	-1.8	2.2	3.9	15.7	11.0	25.0	102.0	-12.5	-81.6	-0.2	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23634.0	10231.0	11212.0	771.0	1260.0	12.0	18.2	12.9	0.1	70.9	0.5	2.8	4.3	17.1	13.0	25.0	99.0	-11.0	-81.4	-0.1	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23634.0	10185.0	11119.0	707.0	1254.0	7.0	16.7	12.8	0.1	76.6	0.6	4.3	4.4	17.1	20.0	26.0	99.0	-5.3	-81.3	-0.1	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23499.0	10093.0	11350.0	728.0	1281.0	-15.0	17.1	12.9	-0.2	75.4	-1.2	3.9	4.3	17.4	19.0	25.0	101.0	-6.5	-83.1	-0.1	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23836.0	10093.0	10981.0	681.0	1314.0	-41.0	16.2	13.3	-0.5	82.1	-3.1	4.8	3.9	17.7	23.0	23.0	103.0	0.2	-85.0	0.0	-1.0
50	24048	875	11456	1504	21.0	17.2	81.9	50.0	23161.0	10231.0	11350.0	760.0	1265.0	-68.0	17.6	12.9	-0.8	73.3	-4.5	3.4	4.3	18.0	16.0	25.0	105.0	-8.6	-86.4	-0.1	-1.1
55	24048	949	12655	1504	22.8	19.0	83.3	55.00000000000001	23499.0	11246.0	12364.0	866.0	1352.0	44.0	20.4	15.2	0.5	74.5	2.5	2.4	3.8	18.5	11.0	20.0	97.0	-8.8	-80.8	-0.1	-1.0
55	24048	949	12656	1504	22.8	19.0	83.3	55.00000000000001	23904.0	11246.0	12548.0	797.0	1292.0	-68.0	19.1	14.5	-0.9	75.9	-4.7	3.7	4.5	19.9	16.0	24.0	105.0	-7.4	-88.0	-0.1	-1.1
