Duty cycle (%)	DMM VHigh (mV)	DMM IHigh (mA)	DMM VLow (mV)	DMM ILow (mA)	DMM POWER High (W)	DMM POWER Low (W)	DMM Efficiency (%)	TWIST Duty Cycle (%)	TWIST VHigh (mV)	TWIST VLow1 (mV)	TWIST VLow2 (mV)	TWIST IHigh (mA)	TWIST ILow1 (mA)	TWIST ILow2 (mA)	TWIST Power High (W)	TWIST Power Leg 1 (W)	TWIST Power Leg 2 (W)	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 2 (%)	Power High Absolute error (W)	Power Low1 Absolute error (W)	Power Low2 Absolute error (W)	Power High relative error (%)	Power Low1 relative error (%)	Power Low2 relative error (%)	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 2 (%)	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 2 (%)
5	48015	235	1248	3511	11.3	4.4	38.9	5.0	47741.0	-99.0	2408.0	62.0	2102.0	-259.0	3.0	-0.2	-0.6	-6.7	-20.0	8.3	4.6	5.0	73.0	105.0	114.0	-45.6	-58.9	-1.2	-1.5
5	48015	235	1249	3511	11.3	4.4	38.9	5.0	47538.0	-284.0	2408.0	115.0	1933.0	-280.0	5.5	-0.5	-0.7	-9.1	-12.7	5.8	4.9	5.1	51.0	111.0	116.0	-48.0	-51.6	-1.2	-1.3
10	48018	403	3645	3511	19.4	12.8	66.0	10.0	47538.0	2299.0	4483.0	236.0	3036.0	-275.0	11.2	7.0	-1.2	62.5	-10.7	8.2	5.8	14.0	42.0	45.0	109.0	-3.5	-76.7	-0.1	-1.2
10	48018	403	3645	3511	19.4	12.8	66.0	10.0	47471.0	2529.0	4483.0	263.0	3036.0	-312.0	12.5	7.7	-1.4	61.6	-11.2	6.9	5.1	14.2	36.0	40.0	111.0	-4.4	-77.2	-0.1	-1.2
10	48018	403	3644	3511	19.4	12.8	66.0	10.0	47268.0	2391.0	4621.0	300.0	3123.0	-318.0	14.2	7.5	-1.5	52.8	-10.6	5.2	5.3	14.3	27.0	41.0	112.0	-13.2	-76.6	-0.2	-1.2
10	48018	403	3645	3511	19.4	12.8	66.0	10.0	47403.0	2437.0	4298.0	247.0	3253.0	-397.0	11.7	7.9	-1.7	67.5	-14.5	7.7	4.9	14.5	40.0	38.0	113.0	1.5	-80.5	0.0	-1.2
10	48018	403	3645	3511	19.4	12.8	66.0	10.0	47403.0	2483.0	4529.0	258.0	3139.0	-323.0	12.2	7.8	-1.5	63.9	-12.3	7.2	5.0	14.3	37.0	39.0	112.0	-2.1	-78.3	-0.0	-1.2
15	48014	574	6035	3511	27.6	21.2	76.8	15.0	47403.0	4835.0	7110.0	512.0	3117.0	-259.0	24.3	15.1	-1.8	62.1	-7.4	3.3	6.1	23.0	12.0	29.0	108.0	-14.7	-84.2	-0.2	-1.1
15	48014	574	6035	3511	27.6	21.2	76.8	15.0	47201.0	4697.0	6879.0	480.0	3123.0	-169.0	22.7	14.7	-1.2	64.8	-5.3	4.9	6.5	22.4	18.0	31.0	106.0	-12.0	-82.1	-0.2	-1.1
15	48015	575	6036	3511	27.6	21.2	76.8	15.0	47268.0	4743.0	7064.0	438.0	3052.0	-264.0	20.7	14.5	-1.9	70.0	-9.2	6.9	6.7	23.1	25.0	32.0	109.0	-6.8	-86.0	-0.1	-1.1
15	48014	574	6035	3511	27.6	21.2	76.8	15.0	47201.0	4789.0	6787.0	438.0	3166.0	-264.0	20.7	15.2	-1.8	73.4	-8.7	6.9	6.0	23.0	25.0	28.0	108.0	-3.4	-85.5	-0.0	-1.1
15	48014	575	6035	3511	27.6	21.2	76.8	15.0	47268.0	4881.0	7156.0	459.0	3161.0	-185.0	21.7	15.4	-1.3	71.0	-6.0	5.9	5.8	22.5	21.0	27.0	106.0	-5.8	-82.8	-0.1	-1.1
20	48012	749	8423	3511	36.0	29.6	82.2	20.0	47066.0	7279.0	9368.0	639.0	3058.0	-148.0	30.1	22.3	-1.4	74.1	-4.7	5.9	7.3	31.0	16.0	25.0	105.0	-8.1	-86.9	-0.1	-1.1
20	48013	749	8423	3511	36.0	29.6	82.2	20.0	47673.0	7233.0	9368.0	586.0	3183.0	-158.0	27.9	23.0	-1.5	82.4	-5.4	8.1	6.6	31.1	22.0	22.0	105.0	0.2	-87.6	0.0	-1.1
20	48012	749	8423	3511	36.0	29.6	82.2	20.0	47403.0	7095.0	9414.0	580.0	3156.0	-249.0	27.5	22.4	-2.3	81.5	-8.4	8.5	7.2	31.9	24.0	24.0	108.0	-0.7	-90.6	-0.0	-1.1
20	48013	749	8423	3511	36.0	29.6	82.2	20.0	47201.0	7233.0	9460.0	697.0	3101.0	-270.0	32.9	22.4	-2.6	68.1	-7.9	3.1	7.2	32.2	9.0	24.0	109.0	-14.1	-90.1	-0.2	-1.1
20	48013	749	8423	3511	36.0	29.6	82.2	20.0	46998.0	7049.0	9506.0	607.0	3145.0	-286.0	28.5	22.2	-2.7	77.9	-9.5	7.5	7.4	32.3	21.0	25.0	109.0	-4.3	-91.7	-0.1	-1.1
25	48016	925	10814	3511	44.4	38.0	85.6	25.0	47133.0	9447.0	11719.0	797.0	3215.0	-94.0	37.6	30.4	-1.1	80.9	-2.9	6.8	7.6	39.1	15.0	20.0	103.0	-4.7	-88.5	-0.1	-1.0
25	48016	925	10814	3511	44.4	38.0	85.6	25.0	47336.0	9631.0	11626.0	871.0	3183.0	-105.0	41.2	30.7	-1.2	74.5	-2.9	3.2	7.3	39.2	7.0	19.0	103.0	-11.1	-88.5	-0.1	-1.0
25	48016	925	10814	3511	44.4	38.0	85.6	25.0	47471.0	9678.0	11949.0	797.0	3183.0	-121.0	37.8	30.8	-1.4	81.5	-3.7	6.6	7.2	39.4	15.0	19.0	104.0	-4.1	-89.3	-0.0	-1.0
25	48016	925	10814	3511	44.4	38.0	85.6	25.0	47741.0	9493.0	11673.0	850.0	3161.0	-195.0	40.6	30.0	-2.3	73.9	-5.7	3.8	8.0	40.3	9.0	21.0	106.0	-11.7	-91.3	-0.1	-1.1
25	48016	925	10814	3511	44.4	38.0	85.6	25.0	47403.0	9678.0	11811.0	813.0	3123.0	-73.0	38.5	30.2	-0.9	78.4	-2.3	5.9	7.8	38.9	13.0	21.0	102.0	-7.2	-87.9	-0.1	-1.0
30	48013	1100	13200	3511	52.8	46.3	87.7	30.0	46998.0	11984.0	14346.0	1041.0	3221.0	-68.0	48.9	38.6	-1.0	78.9	-2.0	3.9	7.7	47.3	7.0	17.0	102.0	-8.8	-89.7	-0.1	-1.0
30	48013	1100	13200	3511	52.8	46.3	87.7	30.0	47201.0	12122.0	14069.0	1030.0	3139.0	-116.0	48.6	38.1	-1.6	78.4	-3.3	4.2	8.2	47.9	8.0	18.0	103.0	-9.3	-91.0	-0.1	-1.0
30	48013	1100	13199	3511	52.8	46.3	87.7	30.0	46728.0	12030.0	14300.0	977.0	3253.0	-73.0	45.7	39.1	-1.0	85.6	-2.2	7.1	7.2	47.3	13.0	16.0	102.0	-2.1	-89.9	-0.0	-1.0
30	48013	1100	13199	3511	52.8	46.3	87.7	30.0	47268.0	12122.0	14438.0	998.0	3242.0	-47.0	47.2	39.3	-0.7	83.3	-1.5	5.6	7.0	47.0	11.0	15.0	102.0	-4.4	-89.2	-0.1	-1.0
30	48013	1100	13199	3511	52.8	46.3	87.7	30.0	47403.0	12306.0	14392.0	988.0	3161.0	-100.0	46.8	38.9	-1.4	83.1	-3.0	6.0	7.4	47.7	11.0	16.0	103.0	-4.6	-90.7	-0.1	-1.0
35	48019	1276	15589	3511	61.3	54.7	89.2	35.0	47403.0	14658.0	16650.0	1173.0	3194.0	-105.0	55.6	46.8	-1.7	84.2	-3.1	5.7	7.9	56.4	9.0	14.0	103.0	-5.0	-92.3	-0.1	-1.0
35	48018	1276	15589	3511	61.3	54.7	89.2	35.0	47201.0	14428.0	16650.0	1157.0	3286.0	44.0	54.6	47.4	0.7	86.8	1.3	6.7	7.3	54.0	11.0	13.0	99.0	-2.4	-87.9	-0.0	-1.0
35	48018	1276	15589	3511	61.3	54.7	89.2	35.0	47673.0	14289.0	16604.0	1136.0	3166.0	-15.0	54.2	45.2	-0.2	83.4	-0.4	7.1	9.5	54.9	12.0	17.0	100.0	-5.8	-89.6	-0.1	-1.0
35	48018	1276	15589	3511	61.3	54.7	89.2	35.0	46998.0	14566.0	16558.0	1168.0	3291.0	-94.0	54.9	47.9	-1.6	87.2	-2.9	6.4	6.8	56.3	10.0	12.0	103.0	-2.0	-92.1	-0.0	-1.0
35	48018	1276	15589	3511	61.3	54.7	89.2	35.0	47471.0	14520.0	16696.0	1115.0	3210.0	7.0	52.9	46.6	0.1	88.1	0.2	8.4	8.1	54.6	14.0	15.0	100.0	-1.1	-89.0	-0.0	-1.0
40	48017	1451	17975	3511	69.7	63.1	90.5	40.0	47471.0	16872.0	19323.0	1332.0	3286.0	-15.0	63.2	55.4	-0.3	87.7	-0.5	6.5	7.7	63.4	9.0	12.0	100.0	-2.8	-91.0	-0.0	-1.0
40	48017	1451	17975	3511	69.7	63.1	90.5	40.0	47336.0	16734.0	18909.0	1406.0	3308.0	-94.0	66.6	55.4	-1.8	83.2	-2.7	3.1	7.7	64.9	4.0	12.0	103.0	-7.3	-93.2	-0.1	-1.0
40	48017	1451	17975	3511	69.7	63.1	90.5	40.0	47336.0	16964.0	19047.0	1300.0	3280.0	1.0	61.5	55.6	0.0	90.4	0.0	8.2	7.5	63.1	12.0	12.0	100.0	-0.1	-90.5	-0.0	-1.0
40	48017	1451	17975	3511	69.7	63.1	90.5	40.0	47336.0	16918.0	19231.0	1363.0	3232.0	-4.0	64.5	54.7	-0.1	84.8	-0.2	5.2	8.4	63.2	7.0	13.0	100.0	-5.7	-90.7	-0.1	-1.0
40	48017	1451	17974	3511	69.7	63.1	90.5	40.0	47201.0	16641.0	18955.0	1231.0	3329.0	-100.0	58.1	55.4	-1.9	95.4	-3.3	11.6	7.7	65.0	17.0	12.0	103.0	4.9	-93.8	0.1	-1.0
45	48014	1626	20363	3511	78.1	71.5	91.5	45.0	47538.0	19224.0	21490.0	1432.0	3280.0	-105.0	68.1	63.1	-2.3	92.7	-3.4	10.0	8.4	73.8	13.0	12.0	103.0	1.2	-94.9	0.0	-1.0
45	48014	1626	20364	3511	78.1	71.5	91.5	45.0	47066.0	18993.0	21536.0	1501.0	3210.0	-94.0	70.6	61.0	-2.0	86.4	-2.8	7.5	10.5	73.5	10.0	15.0	103.0	-5.1	-94.3	-0.1	-1.0
45	48014	1626	20364	3511	78.1	71.5	91.5	45.0	47471.0	19224.0	21444.0	1474.0	3237.0	12.0	70.0	62.2	0.3	88.9	0.4	8.1	9.3	71.2	10.0	13.0	100.0	-2.6	-91.1	-0.0	-1.0
45	48014	1626	20364	3511	78.1	71.5	91.5	45.0	47606.0	19040.0	21490.0	1400.0	3226.0	-84.0	66.6	61.4	-1.8	92.2	-2.7	11.5	10.1	73.3	15.0	14.0	103.0	0.7	-94.2	0.0	-1.0
45	48014	1626	20364	3511	78.1	71.5	91.5	45.0	47066.0	19224.0	21444.0	1559.0	3242.0	-25.0	73.4	62.3	-0.5	84.9	-0.7	4.7	9.2	72.0	6.0	13.0	101.0	-6.6	-92.2	-0.1	-1.0
50	48019	1800	22758	3511	86.4	79.9	92.5	50.0	46998.0	21576.0	23886.0	1654.0	3264.0	1.0	77.7	70.4	0.0	90.6	0.0	8.7	9.5	79.9	10.0	12.0	100.0	-1.9	-92.5	-0.0	-1.0
50	48020	1800	22758	3511	86.4	79.9	92.5	50.0	47201.0	21807.0	23702.0	1649.0	3318.0	-89.0	77.8	72.4	-2.1	93.1	-2.7	8.6	7.5	82.0	10.0	9.0	103.0	0.6	-95.2	0.0	-1.0
50	48020	1800	22758	3511	86.4	79.9	92.5	50.0	47336.0	21530.0	23748.0	1670.0	3346.0	12.0	79.1	72.0	0.3	91.0	0.4	7.3	7.9	79.6	8.0	10.0	100.0	-1.5	-92.1	-0.0	-1.0
50	48019	1800	22758	3511	86.4	79.9	92.5	50.0	47606.0	21668.0	23886.0	1638.0	3297.0	-25.0	78.0	71.4	-0.6	91.5	-0.8	8.4	8.5	80.5	10.0	11.0	101.0	-1.0	-93.3	-0.0	-1.0
50	48019	1800	22758	3511	86.4	79.9	92.5	50.0	47201.0	21484.0	23932.0	1691.0	3280.0	22.0	79.8	70.5	0.5	88.3	0.6	6.6	9.4	79.4	8.0	12.0	99.0	-4.2	-91.9	-0.0	-1.0
55	48016	1974	25152	3511	94.8	88.3	93.1	55.00000000000001	47741.0	23882.0	26283.0	1834.0	3286.0	-25.0	87.6	78.5	-0.7	89.6	-0.8	7.2	9.8	89.0	8.0	11.0	101.0	-3.5	-93.9	-0.0	-1.0
55	48016	1974	25152	3511	94.8	88.3	93.1	55.00000000000001	47133.0	24113.0	26421.0	1876.0	3340.0	-41.0	88.4	80.5	-1.1	91.1	-1.2	6.4	7.8	89.4	7.0	9.0	101.0	-2.0	-94.3	-0.0	-1.0
55	48016	1974	25153	3511	94.8	88.3	93.1	55.00000000000001	47268.0	24159.0	26145.0	1887.0	3378.0	17.0	89.2	81.6	0.4	91.5	0.4	5.6	6.7	87.9	6.0	8.0	100.0	-1.6	-92.7	-0.0	-1.0
55	48016	1974	25152	3511	94.8	88.3	93.1	55.00000000000001	47403.0	23974.0	26283.0	1739.0	3275.0	-25.0	82.4	78.5	-0.7	95.3	-0.8	12.4	9.8	89.0	13.0	11.0	101.0	2.2	-93.9	0.0	-1.0
55	48016	1974	25153	3511	94.8	88.3	93.1	55.00000000000001	47538.0	24020.0	26329.0	1908.0	3351.0	-20.0	90.7	80.5	-0.5	88.8	-0.6	4.1	7.8	88.8	4.0	9.0	101.0	-4.3	-93.7	-0.0	-1.0
5	48015	262	1164	4220	12.6	4.9	38.9	5.0	47403.0	-284.0	2408.0	136.0	3134.0	-227.0	6.4	-0.9	-0.5	-14.1	-7.8	6.2	5.8	5.4	49.0	118.0	110.0	-53.0	-46.7	-1.4	-1.2
5	48015	262	1163	4221	12.6	4.9	38.9	5.0	47943.0	-238.0	2362.0	115.0	2982.0	-249.0	5.5	-0.7	-0.6	-12.7	-10.9	7.1	5.6	5.5	56.0	114.0	112.0	-51.6	-49.8	-1.3	-1.3
5	48015	262	1163	4222	12.6	4.9	38.9	5.0	47336.0	-146.0	2132.0	104.0	3031.0	-450.0	4.9	-0.4	-1.0	-8.2	-20.4	7.7	5.3	5.9	61.0	108.0	120.0	-47.1	-59.3	-1.2	-1.5
5	48015	262	1163	4224	12.6	4.9	38.9	5.0	47538.0	-238.0	2455.0	78.0	3210.0	-344.0	3.7	-0.8	-0.8	-21.6	-21.6	8.9	5.7	5.7	71.0	116.0	116.0	-60.5	-60.5	-1.6	-1.6
5	48015	263	1162	4226	12.6	4.9	38.9	5.0	47943.0	-376.0	2501.0	99.0	3090.0	-403.0	4.7	-1.2	-1.0	-25.5	-21.3	7.9	6.1	5.9	63.0	124.0	120.0	-64.4	-60.2	-1.7	-1.5
10	48014	491	3527	4514	23.6	15.9	67.4	10.0	47538.0	2253.0	4575.0	390.0	4112.0	-403.0	18.5	9.3	-1.8	50.3	-9.7	5.1	6.6	17.7	22.0	42.0	111.0	-17.1	-77.1	-0.3	-1.1
10	48014	491	3527	4514	23.6	15.9	67.4	10.0	47336.0	2391.0	4667.0	326.0	4106.0	-387.0	15.4	9.8	-1.8	63.6	-11.7	8.2	6.1	17.7	35.0	38.0	111.0	-3.8	-79.1	-0.1	-1.2
10	48013	491	3527	4514	23.6	15.9	67.4	10.0	47471.0	2206.0	4575.0	411.0	3992.0	-365.0	19.5	8.8	-1.7	45.1	-8.7	4.1	7.1	17.6	17.0	45.0	111.0	-22.3	-76.1	-0.3	-1.1
10	48014	491	3527	4514	23.6	15.9	67.4	10.0	47201.0	2437.0	4667.0	316.0	4068.0	-349.0	14.9	9.9	-1.6	66.4	-10.7	8.7	6.0	17.5	37.0	38.0	110.0	-1.0	-78.1	-0.0	-1.2
10	48014	491	3527	4514	23.6	15.9	67.4	10.0	46931.0	2114.0	4621.0	406.0	4052.0	-318.0	19.1	8.6	-1.5	45.0	-7.9	4.5	7.3	17.4	19.0	46.0	109.0	-22.4	-75.3	-0.3	-1.1
15	48015	713	5918	4515	34.2	26.7	78.1	15.0	47538.0	4789.0	6971.0	644.0	4068.0	-201.0	30.6	19.5	-1.4	63.7	-4.6	3.6	7.2	28.1	11.0	27.0	105.0	-14.4	-82.7	-0.2	-1.1
15	48015	713	5918	4515	34.2	26.7	78.1	15.0	47268.0	4697.0	7202.0	617.0	4068.0	-275.0	29.2	19.1	-2.0	65.4	-6.8	5.0	7.6	28.7	15.0	28.0	107.0	-12.7	-84.9	-0.2	-1.1
15	48015	713	5918	4515	34.2	26.7	78.1	15.0	47471.0	4835.0	7017.0	607.0	4079.0	-233.0	28.8	19.7	-1.6	68.4	-5.6	5.4	7.0	28.3	16.0	26.0	106.0	-9.7	-83.7	-0.1	-1.1
15	48016	713	5917	4515	34.2	26.7	78.1	15.0	47403.0	4651.0	6971.0	644.0	3997.0	-296.0	30.5	18.6	-2.1	61.0	-6.9	3.7	8.1	28.8	11.0	30.0	108.0	-17.1	-85.0	-0.2	-1.1
15	48015	713	5917	4515	34.2	26.7	78.1	15.0	47538.0	4697.0	6925.0	596.0	4035.0	-312.0	28.3	19.0	-2.2	67.1	-7.8	5.9	7.7	28.9	17.0	29.0	108.0	-11.0	-85.9	-0.1	-1.1
20	48017	937	8305	4515	45.0	37.5	83.3	20.0	47471.0	7095.0	9368.0	813.0	4063.0	-153.0	38.6	28.8	-1.4	74.6	-3.6	6.4	8.7	38.9	14.0	23.0	104.0	-8.7	-86.9	-0.1	-1.0
20	48017	937	8305	4515	45.0	37.5	83.3	20.0	47336.0	7049.0	9506.0	855.0	4122.0	-132.0	40.5	29.1	-1.3	71.9	-3.2	4.5	8.4	38.8	10.0	22.0	103.0	-11.4	-86.5	-0.1	-1.0
20	48017	937	8306	4515	45.0	37.5	83.3	20.0	47066.0	7141.0	9506.0	803.0	4155.0	-238.0	37.8	29.7	-2.3	78.6	-6.1	7.2	7.8	39.8	16.0	21.0	106.0	-4.7	-89.4	-0.1	-1.1
20	48017	937	8305	4515	45.0	37.5	83.3	20.0	47201.0	7187.0	9368.0	787.0	4193.0	-148.0	37.1	30.1	-1.4	81.1	-3.8	7.9	7.4	38.9	18.0	20.0	104.0	-2.2	-87.1	-0.0	-1.0
20	48017	937	8305	4515	45.0	37.5	83.3	20.0	47066.0	7233.0	9552.0	866.0	4101.0	-158.0	40.8	29.7	-1.5	72.8	-3.7	4.2	7.8	39.0	9.0	21.0	104.0	-10.5	-87.0	-0.1	-1.0
25	48017	1163	10694	4515	55.8	48.3	86.6	25.0	47471.0	9493.0	11534.0	1030.0	4128.0	-254.0	48.9	39.2	-2.9	80.2	-5.9	6.9	9.1	51.2	12.0	19.0	106.0	-6.4	-92.5	-0.1	-1.1
25	48018	1163	10694	4515	55.8	48.3	86.6	25.0	47133.0	9447.0	11857.0	1157.0	4155.0	-158.0	54.5	39.3	-1.9	72.1	-3.5	1.3	9.0	50.2	2.0	19.0	104.0	-14.5	-90.1	-0.2	-1.0
25	48017	1163	10694	4515	55.8	48.3	86.6	25.0	47133.0	9631.0	11719.0	1004.0	4122.0	-148.0	47.3	39.7	-1.7	83.9	-3.6	8.5	8.6	50.0	15.0	18.0	104.0	-2.7	-90.2	-0.0	-1.0
25	48018	1163	10695	4515	55.8	48.3	86.6	25.0	47471.0	9401.0	11765.0	988.0	4166.0	-190.0	46.9	39.2	-2.2	83.6	-4.7	8.9	9.1	50.5	16.0	19.0	105.0	-3.0	-91.3	-0.0	-1.1
25	48017	1163	10694	4515	55.8	48.3	86.6	25.0	47336.0	9447.0	11811.0	988.0	4188.0	-233.0	46.8	39.6	-2.8	84.6	-6.0	9.0	8.7	51.1	16.0	18.0	106.0	-2.0	-92.6	-0.0	-1.1
30	48017	1388	13080	4515	66.6	59.1	88.7	30.0	47268.0	12030.0	14346.0	1268.0	4198.0	-110.0	59.9	50.5	-1.6	84.3	-2.7	6.7	8.6	60.7	10.0	15.0	103.0	-4.4	-91.4	-0.0	-1.0
30	48018	1388	13080	4515	66.6	59.1	88.7	30.0	47066.0	11891.0	14161.0	1400.0	4182.0	-47.0	65.9	49.7	-0.7	75.4	-1.1	0.7	9.4	59.8	1.0	16.0	101.0	-13.3	-89.8	-0.1	-1.0
30	48018	1388	13079	4515	66.6	59.1	88.7	30.0	47133.0	11937.0	14300.0	1273.0	4144.0	-78.0	60.0	49.5	-1.1	82.5	-1.8	6.6	9.6	60.2	10.0	16.0	102.0	-6.2	-90.5	-0.1	-1.0
30	48018	1388	13080	4515	66.6	59.1	88.7	30.0	47201.0	11845.0	14300.0	1247.0	4166.0	-132.0	58.9	49.3	-1.9	83.7	-3.2	7.7	9.8	61.0	12.0	17.0	103.0	-5.0	-91.9	-0.1	-1.0
30	48018	1388	13079	4515	66.6	59.1	88.7	30.0	47201.0	12122.0	14346.0	1310.0	4264.0	-73.0	61.8	51.7	-1.0	83.7	-1.6	4.8	7.4	60.1	7.0	13.0	102.0	-5.0	-90.3	-0.1	-1.0
35	48015	1614	15465	4515	77.5	69.8	90.1	35.0	47268.0	14336.0	16696.0	1533.0	4269.0	-137.0	72.5	61.2	-2.3	84.4	-3.2	5.0	8.6	72.1	6.0	12.0	103.0	-5.7	-93.3	-0.1	-1.0
35	48015	1614	15465	4515	77.5	69.8	90.1	35.0	47403.0	14428.0	16742.0	1548.0	4215.0	-100.0	73.4	60.8	-1.7	82.8	-2.3	4.1	9.0	71.5	5.0	13.0	102.0	-7.3	-92.4	-0.1	-1.0
35	48015	1614	15465	4515	77.5	69.8	90.1	35.0	47066.0	14289.0	16742.0	1517.0	4188.0	-110.0	71.4	59.8	-1.8	83.8	-2.5	6.1	10.0	71.6	8.0	14.0	103.0	-6.3	-92.6	-0.1	-1.0
35	48015	1614	15465	4515	77.5	69.8	90.1	35.0	47471.0	14474.0	16604.0	1443.0	4209.0	-132.0	68.5	60.9	-2.2	88.9	-3.2	9.0	8.9	72.0	12.0	13.0	103.0	-1.2	-93.3	-0.0	-1.0
35	48015	1614	15465	4515	77.5	69.8	90.1	35.0	47133.0	14428.0	16650.0	1554.0	4209.0	1.0	73.2	60.7	0.0	82.9	0.0	4.3	9.1	69.8	6.0	13.0	100.0	-7.2	-90.1	-0.1	-1.0
40	48019	1838	17851	4515	88.3	80.6	91.3	40.0	47538.0	16595.0	18863.0	1712.0	4351.0	-15.0	81.4	72.2	-0.3	88.7	-0.4	6.9	8.4	80.9	8.0	10.0	100.0	-2.6	-91.7	-0.0	-1.0
40	48019	1838	17850	4515	88.3	80.6	91.3	40.0	47471.0	16688.0	19047.0	1712.0	4209.0	-121.0	81.3	70.2	-2.3	86.3	-2.8	7.0	10.4	82.9	8.0	13.0	103.0	-5.0	-94.1	-0.1	-1.0
40	48019	1838	17851	4515	88.3	80.6	91.3	40.0	47066.0	16734.0	19277.0	1670.0	4198.0	-36.0	78.6	70.2	-0.7	89.3	-0.9	9.7	10.4	81.3	11.0	13.0	101.0	-2.0	-92.2	-0.0	-1.0
40	48019	1838	17850	4515	88.3	80.6	91.3	40.0	47066.0	16734.0	19047.0	1670.0	4209.0	-73.0	78.6	70.4	-1.4	89.6	-1.8	9.7	10.2	82.0	11.0	13.0	102.0	-1.7	-93.1	-0.0	-1.0
40	48019	1839	17851	4515	88.3	80.6	91.3	40.0	47403.0	16641.0	19185.0	1686.0	4231.0	-41.0	79.9	70.4	-0.8	88.1	-1.0	8.4	10.2	81.4	10.0	13.0	101.0	-3.2	-92.3	-0.0	-1.0
45	48018	2063	20238	4515	99.1	91.4	92.2	45.0	47066.0	19178.0	21720.0	1913.0	4204.0	-57.0	90.0	80.6	-1.2	89.6	-1.3	9.1	10.8	92.6	9.0	12.0	101.0	-2.6	-93.5	-0.0	-1.0
45	48018	2063	20239	4515	99.1	91.4	92.2	45.0	47403.0	19132.0	21582.0	2030.0	4247.0	-63.0	96.2	81.3	-1.4	84.5	-1.5	2.9	10.1	92.8	3.0	11.0	102.0	-7.7	-93.7	-0.1	-1.0
45	48018	2063	20239	4515	99.1	91.4	92.2	45.0	47538.0	19132.0	21536.0	2025.0	4334.0	-73.0	96.3	82.9	-1.6	86.1	-1.7	2.8	8.5	93.0	3.0	9.0	102.0	-6.1	-93.9	-0.1	-1.0
45	48018	2063	20239	4515	99.1	91.4	92.2	45.0	46998.0	19132.0	21351.0	1834.0	4280.0	-78.0	86.2	81.9	-1.7	95.0	-2.0	12.9	9.5	93.1	13.0	10.0	102.0	2.8	-94.2	0.0	-1.0
45	48018	2063	20239	4515	99.1	91.4	92.2	45.0	46998.0	19409.0	21628.0	1972.0	4220.0	-36.0	92.7	81.9	-0.8	88.3	-0.9	6.4	9.5	92.2	6.0	10.0	101.0	-3.9	-93.1	-0.0	-1.0
50	48017	2287	22628	4515	109.8	102.2	93.1	50.0	47403.0	21438.0	23979.0	2114.0	4280.0	-20.0	100.2	91.8	-0.5	91.6	-0.5	9.6	10.4	102.7	9.0	10.0	100.0	-1.5	-93.6	-0.0	-1.0
50	48016	2287	22628	4515	109.8	102.2	93.1	50.0	47471.0	21576.0	23610.0	2136.0	4182.0	-52.0	101.4	90.2	-1.2	89.0	-1.2	8.4	12.0	103.4	8.0	12.0	101.0	-4.1	-94.3	-0.0	-1.0
50	48016	2287	22628	4515	109.8	102.2	93.1	50.0	47133.0	21484.0	23748.0	2146.0	4307.0	-57.0	101.1	92.5	-1.4	91.5	-1.4	8.7	9.7	103.6	8.0	9.0	101.0	-1.6	-94.5	-0.0	-1.0
50	48017	2287	22628	4515	109.8	102.2	93.1	50.0	47201.0	21484.0	23979.0	2062.0	4323.0	-84.0	97.3	92.9	-2.0	95.5	-2.1	12.5	9.3	104.2	11.0	9.0	102.0	2.4	-95.2	0.0	-1.0
50	48016	2287	22628	4515	109.8	102.2	93.1	50.0	47133.0	21484.0	23932.0	2146.0	4367.0	17.0	101.1	93.8	0.4	92.8	0.4	8.7	8.4	101.8	8.0	8.0	100.0	-0.3	-92.7	-0.0	-1.0
55	48015	2511	25022	4515	120.6	113.0	93.7	55.00000000000001	46931.0	23974.0	26375.0	2352.0	4236.0	-68.0	110.4	101.6	-1.8	92.0	-1.6	10.2	11.4	114.8	8.0	10.0	102.0	-1.7	-95.3	-0.0	-1.0
55	48015	2511	25022	4515	120.6	113.0	93.7	55.00000000000001	47133.0	23974.0	26467.0	2347.0	4378.0	-41.0	110.6	105.0	-1.1	94.9	-1.0	10.0	8.0	114.1	8.0	7.0	101.0	1.2	-94.7	0.0	-1.0
55	48015	2511	25022	4515	120.6	113.0	93.7	55.00000000000001	47403.0	23974.0	26421.0	2289.0	4302.0	22.0	108.5	103.1	0.6	95.0	0.6	12.1	9.9	112.4	10.0	9.0	99.0	1.3	-93.1	0.0	-1.0
55	48015	2511	25021	4515	120.6	113.0	93.7	55.00000000000001	47538.0	23928.0	26145.0	2315.0	4269.0	-57.0	110.1	102.1	-1.5	92.7	-1.4	10.5	10.9	114.5	9.0	10.0	101.0	-1.0	-95.1	-0.0	-1.0
55	48015	2511	25022	4515	120.6	113.0	93.7	55.00000000000001	46998.0	23790.0	26375.0	2300.0	4307.0	-78.0	108.1	102.5	-2.1	94.8	-1.9	12.5	10.5	115.1	10.0	9.0	102.0	1.1	-95.6	0.0	-1.0
5	48015	262	1163	4190	12.6	4.9	38.9	5.0	47673.0	-284.0	2547.0	221.0	3634.0	-334.0	10.5	-1.0	-0.9	-9.5	-8.6	2.1	5.9	5.8	17.0	120.0	118.0	-48.4	-47.5	-1.2	-1.2
