Duty cycle (%)	DMM VHigh (mV)	DMM IHigh (mA)	DMM VLow (mV)	DMM ILow (mA)	DMM POWER High (W)	DMM POWER Low (W)	DMM Efficiency (%)	TWIST Duty Cycle (%)	TWIST VHigh (mV)	TWIST VLow1 (mV)	TWIST VLow2 (mV)	TWIST IHigh (mA)	TWIST ILow1 (mA)	TWIST ILow2 (mA)	TWIST Power High (W)	TWIST Power Leg 1 (W)	TWIST Power Leg 2 (W)	TWIST Efficiency Leg 1 (%)	TWIST Efficiency Leg 2 (%)	Power High Absolute error (W)	Power Low1 Absolute error (W)	Power Low2 Absolute error (W)	Power High relative error (%)	Power Low1 relative error (%)	Power Low2 relative error (%)	Efficiency Absolute error leg 1 (%)	Efficiency Absolute error leg 2 (%)	Efficiency Relative error leg 1 (%)	Efficiency Relative error leg 2 (%)
15	40058	370	6065	1506	14.8	9.1	61.5	15.0	40421.0	5898.0	-90923.0	508.0	2049.0	272.0	20.5	12.1	-24.7	59.0	-120.5	-5.7	-3.0	33.8	-39.0	-33.0	371.0	-2.5	-182.0	-0.0	-3.0
15	40058	370	6065	1506	14.8	9.1	61.5	15.0	40216.0	6316.0	-90878.0	508.0	2012.0	234.0	20.4	12.7	-21.3	62.3	-104.4	-5.6	-3.6	30.4	-38.0	-40.0	334.0	0.8	-165.9	0.0	-2.7
5	40056	405	3907	2510	16.2	9.8	60.5	5.0	40557.0	4044.0	-90923.0	450.0	2023.0	327.0	18.3	8.2	-29.7	44.8	-162.3	-2.1	1.6	39.5	-13.0	16.0	403.0	-15.7	-222.8	-0.3	-3.7
5	40056	405	3907	2510	16.2	9.8	60.5	5.0	40353.0	4137.0	-90833.0	422.0	2082.0	300.0	17.0	8.6	-27.2	50.6	-160.0	-0.8	1.2	37.0	-5.0	12.0	378.0	-9.9	-220.5	-0.2	-3.6
10	40056	405	3907	2510	16.2	9.8	60.5	10.0	40693.0	3905.0	-90923.0	513.0	3256.0	309.0	20.9	12.7	-28.1	60.8	-134.4	-4.7	-2.9	37.9	-29.0	-30.0	387.0	0.3	-194.9	0.0	-3.2
10	40056	405	3907	2510	16.2	9.8	60.5	10.0	40557.0	3905.0	-90878.0	559.0	3181.0	216.0	22.7	12.4	-19.6	54.6	-86.3	-6.5	-2.6	29.4	-40.0	-27.0	300.0	-5.9	-146.8	-0.1	-2.4
15	40055	528	5899	2510	21.1	14.8	70.1	15.0	40353.0	5991.0	-90923.0	662.0	3197.0	286.0	26.7	19.2	-26.0	71.9	-97.4	-5.6	-4.4	40.8	-27.0	-30.0	276.0	1.8	-167.5	0.0	-2.4
15	40055	528	5899	2510	21.1	14.8	70.1	15.0	40080.0	5991.0	-90923.0	691.0	3143.0	202.0	27.7	18.8	-18.4	67.9	-66.4	-6.6	-4.0	33.2	-31.0	-27.0	224.0	-2.2	-136.5	-0.0	-1.9
5	40056	512	3780	3513	20.5	13.3	64.9	5.0	40693.0	3859.0	-90833.0	542.0	3170.0	286.0	22.1	12.2	-26.0	55.2	-117.6	-1.6	1.1	39.3	-8.0	8.0	295.0	-9.7	-182.5	-0.1	-2.8
5	40056	511	3780	3513	20.5	13.3	64.9	5.0	40421.0	4137.0	-90878.0	542.0	3207.0	323.0	21.9	13.3	-29.4	60.7	-134.2	-1.4	0.0	42.7	-7.0	0.0	321.0	-4.2	-199.1	-0.1	-3.1
10	40056	512	3780	3513	20.5	13.3	64.9	10.0	40489.0	3905.0	-90878.0	651.0	4355.0	220.0	26.4	17.0	-20.0	64.4	-75.8	-5.9	-3.7	33.3	-29.0	-28.0	250.0	-0.5	-140.7	-0.0	-2.2
10	40056	512	3780	3513	20.5	13.3	64.9	10.0	39944.0	3951.0	-90878.0	674.0	4381.0	281.0	26.9	17.3	-25.5	64.3	-94.8	-6.4	-4.0	38.8	-31.0	-30.0	292.0	-0.6	-159.7	-0.0	-2.5
15	40056	684	5773	3513	27.4	20.3	74.1	15.0	40421.0	5806.0	-90833.0	840.0	4312.0	267.0	34.0	25.0	-24.3	73.5	-71.5	-6.6	-4.7	44.6	-24.0	-23.0	220.0	-0.6	-145.6	-0.0	-2.0
15	40056	684	5773	3513	27.4	20.3	74.1	15.0	40489.0	5945.0	-90878.0	886.0	4349.0	262.0	35.9	25.9	-23.8	72.1	-66.3	-8.5	-5.6	44.1	-31.0	-28.0	217.0	-2.0	-140.4	-0.0	-1.9
5	40057	618	3667	4517	24.8	16.6	66.9	5.0	40080.0	4044.0	-90878.0	628.0	4301.0	272.0	25.2	17.4	-24.7	69.0	-98.0	-0.4	-0.8	41.3	-2.0	-5.0	249.0	2.1	-164.9	0.0	-2.5
5	40057	618	3667	4517	24.8	16.6	66.9	5.0	40353.0	3812.0	-90878.0	645.0	4408.0	211.0	26.0	16.8	-19.2	64.6	-73.8	-1.2	-0.2	35.8	-5.0	-1.0	216.0	-2.3	-140.7	-0.0	-2.1
10	40057	618	3667	4517	24.8	16.6	66.9	10.0	39876.0	3627.0	-90923.0	800.0	5507.0	267.0	31.9	20.0	-24.3	62.7	-76.2	-7.1	-3.4	40.9	-29.0	-20.0	246.0	-4.2	-143.1	-0.1	-2.1
10	40056	618	3667	4517	24.8	16.6	66.9	10.0	40489.0	3580.0	-90833.0	777.0	5448.0	248.0	31.5	19.5	-22.5	61.9	-71.4	-6.7	-2.9	39.1	-27.0	-17.0	236.0	-5.0	-138.3	-0.1	-2.1
15	40060	840	5660	4517	33.7	25.6	76.0	15.0	40489.0	5898.0	-90923.0	1063.0	5572.0	211.0	43.0	32.9	-19.2	76.5	-44.7	-9.3	-7.3	44.8	-28.0	-29.0	175.0	0.5	-120.7	0.0	-1.6
15	40060	840	5660	4517	33.7	25.6	76.0	15.0	40080.0	5852.0	-90878.0	1052.0	5523.0	155.0	42.2	32.3	-14.1	76.5	-33.4	-8.5	-6.7	39.7	-25.0	-26.0	155.0	0.5	-109.4	0.0	-1.4
5	40057	724	3560	5521	29.0	19.7	67.9	5.0	40284.0	3766.0	-90878.0	765.0	5572.0	234.0	30.8	21.0	-21.3	68.2	-69.2	-1.8	-1.3	41.0	-6.0	-7.0	208.0	0.3	-137.1	0.0	-2.0
5	40057	724	3560	5522	29.0	19.7	67.9	5.0	40148.0	3719.0	-90878.0	771.0	5523.0	206.0	31.0	20.5	-18.7	66.1	-60.3	-2.0	-0.8	38.4	-7.0	-4.0	195.0	-1.8	-128.2	-0.0	-1.9
10	40057	724	3559	5522	29.0	19.7	67.9	10.0	40012.0	3766.0	-90878.0	880.0	6504.0	281.0	35.2	24.5	-25.5	69.6	-72.4	-6.2	-4.8	45.2	-21.0	-24.0	229.0	1.7	-140.3	0.0	-2.1
10	40056	724	3559	5522	29.0	19.7	67.9	10.0	40216.0	3673.0	-90878.0	886.0	6671.0	262.0	35.6	24.5	-23.8	68.8	-66.9	-6.6	-4.8	43.5	-23.0	-24.0	221.0	0.9	-134.8	0.0	-2.0
15	40056	996	5550	5522	39.9	30.6	76.7	15.0	40080.0	5898.0	-90833.0	1178.0	6665.0	155.0	47.2	39.3	-14.1	83.3	-29.9	-7.3	-8.7	44.7	-18.0	-28.0	146.0	6.6	-106.6	0.1	-1.4
15	40057	996	5550	5522	39.9	30.6	76.7	15.0	40148.0	5759.0	-90878.0	1235.0	6772.0	179.0	49.6	39.0	-16.3	78.6	-32.9	-9.7	-8.4	46.9	-24.0	-27.0	153.0	1.9	-109.6	0.0	-1.4
