Board SN	Voltage Gain side 1	Voltage Offset side 1	Correlation Coefficient	Voltage Gain side 2	Voltage Offset side 2	Correlation Coefficient	Voltage Gain Entry	Voltage Offset Entry	Correlation Coefficient	Current Gain side 1	Current Offset side 1	Correlation Coefficient	Current Gain side 2	Current Offset side 2	Correlation Coefficient	Current Gain Entry	Current Offset Entry	Correlation Coefficient
4	45.021	-91759.0	1.0	1	0	0	68.102	524.0	1.0	4.609	-9622.0	1.0	1	0	0	5.194	-10633.0	0.999
